"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"22550","0",9000,"A","RENT",130000,27,"0-8","0-15"
"26923","0",4500,"C","OWN",12000,25,"11-13.5","0-15"
"19206","0",4000,"B","RENT",16800,22,"8-11","0-15"
"24835","0",5000,"B","RENT",20004,37,"Missing","0-15"
"9114","0",10000,"A","MORTGAGE",65000,23,"0-8","0-15"
"20218","0",9600,"C","RENT",37740,21,"11-13.5","0-15"
"24518","0",20000,"B","MORTGAGE",106226,25,"11-13.5","0-15"
"9560","0",7500,"A","RENT",69996,24,"0-8","0-15"
"23797","0",19000,"B","RENT",54586,23,"11-13.5","0-15"
"4831","0",20000,"A","MORTGAGE",60000,28,"0-8","0-15"
"19714","0",15000,"B","OWN",36000,23,"11-13.5","0-15"
"1561","1",7750,"C","RENT",26400,29,"13.5+","0-15"
"20268","0",10000,"A","RENT",60000,32,"0-8","0-15"
"21946","1",5000,"C","RENT",48000,23,"Missing","0-15"
"23122","0",15000,"B","MORTGAGE",35000,27,"11-13.5","15-30"
"17751","0",25000,"D","RENT",160000,30,"13.5+","0-15"
"12485","0",6000,"A","MORTGAGE",126000,25,"0-8","Missing"
"26054","1",25000,"D","MORTGAGE",175000,52,"13.5+","0-15"
"5942","1",3500,"B","RENT",27600,25,"8-11","Missing"
"17911","1",4000,"B","RENT",69000,22,"11-13.5","15-30"
"18058","0",5000,"B","MORTGAGE",70000,23,"11-13.5","0-15"
"6902","0",4500,"E","RENT",23421,23,"13.5+","0-15"
"4122","0",22000,"A","MORTGAGE",55000,28,"Missing","0-15"
"4395","0",30000,"B","OWN",80196,23,"8-11","0-15"
"14370","0",21000,"A","RENT",40000,26,"0-8","0-15"
"91","0",13650,"B","RENT",66000,45,"11-13.5","0-15"
"28216","0",25000,"F","OTHER",97000,31,"13.5+","0-15"
"321","0",9000,"A","MORTGAGE",45000,25,"0-8","0-15"
"20654","0",15000,"B","OWN",36000,26,"8-11","Missing"
"6564","0",9350,"A","RENT",50000,22,"0-8","0-15"
"12370","0",1200,"C","RENT",16800,36,"11-13.5","0-15"
"7069","0",3600,"A","RENT",36000,22,"0-8","0-15"
"17156","0",6400,"C","MORTGAGE",67000,34,"11-13.5","0-15"
"19384","0",15000,"E","MORTGAGE",78300,23,"13.5+","0-15"
"8843","0",4000,"B","RENT",49000,27,"8-11","0-15"
"27353","0",10000,"C","OWN",50000,26,"11-13.5","0-15"
"20764","0",1000,"B","RENT",7800,24,"11-13.5","0-15"
"11518","0",5000,"D","MORTGAGE",64312,22,"13.5+","0-15"
"17348","0",9000,"A","MORTGAGE",50000,24,"0-8","0-15"
"21369","0",1200,"C","RENT",7500,24,"11-13.5","0-15"
"17704","0",11875,"B","MORTGAGE",72000,23,"8-11","15-30"
"11126","0",5000,"A","MORTGAGE",48996,38,"0-8","0-15"
"7756","0",15500,"B","OWN",38400,26,"11-13.5","0-15"
"24746","0",4000,"A","OWN",19000,25,"0-8","0-15"
"15060","0",25000,"B","MORTGAGE",75000,22,"8-11","15-30"
"26445","0",20000,"D","RENT",72000,22,"13.5+","0-15"
"10263","0",5000,"B","MORTGAGE",40000,28,"Missing","0-15"
"27810","1",7000,"E","MORTGAGE",80000,28,"13.5+","0-15"
"14005","0",3950,"A","MORTGAGE",1e+05,28,"Missing","0-15"
"25909","0",4000,"C","RENT",45000,22,"Missing","0-15"
"23693","0",6000,"D","RENT",35916,22,"13.5+","0-15"
"4389","0",25000,"B","MORTGAGE",110000,23,"8-11","Missing"
"6688","0",21000,"C","MORTGAGE",120000,25,"11-13.5","15-30"
"24923","0",10000,"C","RENT",32000,22,"11-13.5","0-15"
"17188","0",25000,"B","MORTGAGE",135000,27,"11-13.5","0-15"
"24169","0",4000,"A","MORTGAGE",52700,26,"0-8","0-15"
"3033","1",4000,"A","MORTGAGE",39000,28,"0-8","0-15"
"5427","0",12000,"A","RENT",65000,47,"0-8","0-15"
"1702","0",12000,"B","MORTGAGE",36000,22,"11-13.5","0-15"
"15073","0",6000,"B","RENT",36000,22,"8-11","0-15"
"14663","0",7500,"A","RENT",59000,23,"0-8","0-15"
"3280","0",8400,"A","MORTGAGE",86000,32,"0-8","0-15"
"21066","0",10000,"A","MORTGAGE",2e+05,27,"0-8","0-15"
"19738","0",3100,"A","MORTGAGE",41800,22,"0-8","0-15"
"27183","0",4200,"A","RENT",36895.02,21,"8-11","0-15"
"10042","0",4200,"D","RENT",35000,21,"13.5+","0-15"
"14092","0",24000,"A","MORTGAGE",105000,28,"Missing","0-15"
"23015","0",9000,"A","RENT",34000,30,"Missing","0-15"
"21670","0",6300,"A","MORTGAGE",115000,27,"0-8","0-15"
"2276","0",5000,"B","RENT",48000,27,"11-13.5","0-15"
"24099","0",10000,"B","RENT",69204,34,"11-13.5","0-15"
"11179","0",6000,"B","RENT",50100,31,"8-11","0-15"
"1062","0",11000,"A","RENT",22000,24,"0-8","15-30"
"27227","1",8000,"B","MORTGAGE",30992,29,"11-13.5","0-15"
"21235","0",10000,"D","RENT",32000,22,"13.5+","0-15"
"16339","0",7000,"D","OWN",24996,21,"13.5+","0-15"
"3059","0",8000,"B","OWN",35000,22,"11-13.5","0-15"
"895","0",2000,"A","RENT",33000,23,"0-8","0-15"
"20470","0",10000,"B","MORTGAGE",109800,34,"8-11","0-15"
"19388","0",7500,"A","MORTGAGE",35000,36,"Missing","0-15"
"28053","0",3200,"A","RENT",45240,23,"0-8","0-15"
"2789","0",1500,"E","RENT",18000,22,"13.5+","0-15"
"1728","1",7000,"B","MORTGAGE",54000,33,"11-13.5","0-15"
"22423","0",8000,"B","MORTGAGE",79560,26,"11-13.5","15-30"
"6574","1",6000,"A","OWN",30000,22,"0-8","0-15"
"28680","0",15000,"C","MORTGAGE",202000,38,"11-13.5","0-15"
"13167","0",25000,"C","RENT",430000,36,"13.5+","0-15"
"9501","0",10000,"B","RENT",120000,21,"8-11","0-15"
"13580","1",5000,"C","MORTGAGE",48000,35,"13.5+","Missing"
"21418","0",1500,"C","RENT",27040,22,"11-13.5","0-15"
"25011","0",4800,"B","OTHER",63200,23,"11-13.5","0-15"
"8567","0",6500,"B","RENT",16800,27,"11-13.5","0-15"
"21194","0",12000,"D","OWN",56784,32,"13.5+","0-15"
"28692","0",4000,"C","MORTGAGE",50000,29,"8-11","0-15"
"17195","0",4800,"A","RENT",27000,21,"0-8","0-15"
"23034","0",4750,"B","MORTGAGE",137057,30,"11-13.5","0-15"
"27080","0",15000,"C","MORTGAGE",69996,23,"11-13.5","0-15"
"12137","0",10000,"E","MORTGAGE",44000,26,"13.5+","0-15"
"10825","0",4000,"B","MORTGAGE",35000,35,"8-11","Missing"
"25633","0",8000,"A","MORTGAGE",125000,37,"8-11","0-15"
"6388","0",3675,"A","RENT",19200,35,"8-11","0-15"
"3355","0",15075,"A","MORTGAGE",62000,22,"0-8","0-15"
"21472","1",5000,"C","MORTGAGE",61000,29,"11-13.5","0-15"
"21773","0",10000,"D","RENT",39312,34,"13.5+","0-15"
"7632","0",10800,"B","RENT",48000,34,"8-11","0-15"
"25392","0",10000,"B","RENT",48000,26,"11-13.5","0-15"
"9502","0",1200,"A","RENT",21600,22,"0-8","0-15"
"13288","0",12000,"A","MORTGAGE",140004,34,"Missing","0-15"
"4120","0",15000,"A","MORTGAGE",1e+05,25,"0-8","0-15"
"9346","0",10000,"B","OWN",82000,38,"11-13.5","0-15"
"3767","0",30000,"E","MORTGAGE",225000,25,"13.5+","0-15"
"2203","1",10000,"E","RENT",31000,22,"13.5+","0-15"
"9472","0",7800,"D","RENT",65004,23,"13.5+","0-15"
"16682","0",8825,"B","RENT",50000,28,"11-13.5","0-15"
"9869","0",8000,"A","MORTGAGE",112992,29,"0-8","15-30"
"16375","1",7200,"B","RENT",55700,25,"8-11","0-15"
"23813","0",2000,"D","RENT",24000,24,"13.5+","0-15"
"12410","0",8000,"B","RENT",42000,70,"8-11","0-15"
"7718","0",6200,"A","MORTGAGE",1e+05,21,"8-11","0-15"
"26422","0",9500,"B","RENT",72000,29,"11-13.5","0-15"
"29009","0",20000,"F","RENT",92000,22,"13.5+","0-15"
"141","0",9000,"B","MORTGAGE",74000,22,"Missing","0-15"
"9604","0",3600,"B","OWN",120000,23,"8-11","15-30"
"8042","0",10000,"D","RENT",40000,26,"13.5+","0-15"
"21253","0",24000,"D","MORTGAGE",265000,30,"13.5+","0-15"
"9127","1",3200,"C","RENT",39000,25,"11-13.5","Missing"
"8994","0",12000,"A","RENT",91392,23,"0-8","0-15"
"19056","0",19200,"A","RENT",69996,43,"Missing","15-30"
"16184","0",2000,"B","OWN",53004,25,"8-11","0-15"
"5635","0",14400,"E","RENT",74000,23,"13.5+","0-15"
"14151","0",18000,"A","MORTGAGE",110000,25,"Missing","15-30"
"6594","0",3600,"B","RENT",45000,23,"11-13.5","0-15"
"8080","0",7600,"B","RENT",28000,27,"8-11","0-15"
"18761","0",9000,"C","RENT",40020,32,"13.5+","0-15"
"11651","0",4800,"B","RENT",50000,23,"8-11","0-15"
"9984","0",8000,"C","OWN",48000,29,"11-13.5","0-15"
"19039","0",1200,"B","MORTGAGE",43500,27,"Missing","0-15"
"1270","0",5000,"B","RENT",33000,26,"11-13.5","0-15"
"12190","0",1200,"F","RENT",24000,27,"13.5+","0-15"
"20856","0",12500,"C","MORTGAGE",60000,22,"11-13.5","0-15"
"9977","0",20000,"A","RENT",85000,23,"0-8","0-15"
"22893","0",5000,"A","MORTGAGE",42000,22,"8-11","15-30"
"13642","0",16000,"A","MORTGAGE",40000,26,"Missing","0-15"
"19919","0",5500,"A","MORTGAGE",16094,22,"0-8","0-15"
"21022","0",9000,"C","RENT",36000,36,"11-13.5","0-15"
"2854","0",12000,"B","RENT",140000,28,"8-11","0-15"
"17010","0",4000,"D","MORTGAGE",50000,34,"13.5+","15-30"
"22652","0",9600,"D","MORTGAGE",79500,35,"13.5+","0-15"
"14668","0",19000,"C","RENT",35576,30,"13.5+","15-30"
"229","0",6000,"B","RENT",36000,25,"Missing","15-30"
"20158","0",18000,"B","MORTGAGE",2e+05,39,"8-11","15-30"
"3538","0",2050,"C","MORTGAGE",35380,28,"13.5+","0-15"
"28299","0",10000,"A","MORTGAGE",80000,22,"8-11","0-15"
"15645","0",1000,"B","RENT",96000,26,"8-11","0-15"
"6159","0",6400,"A","MORTGAGE",90000,22,"0-8","0-15"
"12229","1",5800,"A","RENT",32400,29,"0-8","0-15"
"8152","0",8500,"B","RENT",42000,27,"8-11","0-15"
"1693","0",12800,"B","RENT",56000,24,"Missing","0-15"
"8728","1",9000,"B","MORTGAGE",141000,54,"11-13.5","0-15"
"28162","0",6400,"C","RENT",35000,23,"Missing","0-15"
"9733","0",15825,"A","MORTGAGE",51000,26,"0-8","0-15"
"11683","0",4500,"C","RENT",59000,23,"11-13.5","0-15"
"13158","0",8000,"B","MORTGAGE",78000,31,"8-11","0-15"
"27817","0",6000,"C","OTHER",92000,22,"11-13.5","0-15"
"710","0",20000,"C","RENT",130000,25,"13.5+","0-15"
"1433","0",1800,"A","MORTGAGE",90000,28,"0-8","0-15"
"9848","0",8800,"B","MORTGAGE",54000,23,"8-11","0-15"
"3653","0",35000,"C","RENT",160000,29,"13.5+","0-15"
"16096","0",8500,"D","MORTGAGE",85000,42,"13.5+","0-15"
"14166","0",10000,"A","RENT",55000,23,"0-8","0-15"
"24864","0",20000,"B","RENT",54000,23,"11-13.5","0-15"
"9435","0",3600,"C","MORTGAGE",65000,33,"13.5+","0-15"
"22770","0",3600,"A","MORTGAGE",68000,24,"0-8","0-15"
"4130","0",5000,"A","RENT",92001,30,"Missing","0-15"
"18087","0",20400,"B","MORTGAGE",121000,24,"8-11","0-15"
"8627","0",5975,"B","MORTGAGE",34800,26,"11-13.5","0-15"
"21724","0",5200,"E","MORTGAGE",69000,24,"13.5+","0-15"
"25486","0",5000,"A","MORTGAGE",45000,22,"0-8","0-15"
"28279","0",14000,"B","RENT",45000,27,"8-11","0-15"
"8607","0",10000,"A","RENT",40000,24,"8-11","0-15"
"5198","0",3000,"B","RENT",51684,24,"8-11","15-30"
"24663","0",20000,"E","MORTGAGE",120000,26,"13.5+","0-15"
"5374","0",8000,"B","MORTGAGE",105600,22,"11-13.5","0-15"
"16119","0",5000,"E","MORTGAGE",54828,26,"13.5+","15-30"
"13525","1",10000,"B","RENT",30000,22,"8-11","0-15"
"21692","0",6000,"A","MORTGAGE",75181,25,"0-8","30-45"
"28282","0",6600,"A","RENT",50100,27,"0-8","0-15"
"17411","0",9000,"A","RENT",47000,25,"0-8","0-15"
"23445","0",4900,"C","RENT",26880,25,"13.5+","0-15"
"7427","1",3500,"B","RENT",65000,32,"Missing","0-15"
"12105","0",9000,"A","RENT",58000,24,"0-8","0-15"
"5840","0",8000,"A","MORTGAGE",22000,36,"0-8","0-15"
"23049","0",7000,"B","RENT",51000,22,"11-13.5","0-15"
"14812","0",24000,"A","RENT",95000,25,"0-8","0-15"
"7495","0",14000,"A","RENT",70000,21,"0-8","0-15"
"7299","0",21000,"B","MORTGAGE",175000,38,"8-11","0-15"
"12561","0",7300,"A","RENT",50000,27,"0-8","0-15"
"22193","0",14000,"C","OWN",45500,27,"13.5+","0-15"
"21563","0",14400,"C","RENT",1e+05,28,"13.5+","0-15"
"14537","0",10000,"A","MORTGAGE",72000,29,"0-8","0-15"
"18452","0",5000,"B","RENT",49000,22,"11-13.5","0-15"
"19138","0",6000,"A","RENT",72000,28,"0-8","0-15"
"4263","0",8000,"A","MORTGAGE",136173,42,"0-8","0-15"
"10216","0",4800,"A","MORTGAGE",46576,27,"Missing","0-15"
"14754","0",5000,"B","RENT",45000,32,"8-11","0-15"
"10346","0",11300,"A","RENT",71000,23,"0-8","0-15"
"17721","0",10000,"A","MORTGAGE",48000,34,"0-8","0-15"
"9787","0",5600,"B","OWN",91000,35,"8-11","0-15"
"15085","0",3600,"A","MORTGAGE",44000,24,"0-8","Missing"
"23695","0",18000,"E","MORTGAGE",85000,31,"13.5+","0-15"
"27770","0",4000,"B","MORTGAGE",31000,26,"8-11","0-15"
"12062","0",5000,"A","MORTGAGE",85000,28,"0-8","0-15"
"15758","1",9000,"C","MORTGAGE",39000,26,"13.5+","0-15"
"16126","1",25000,"E","RENT",60000,25,"13.5+","0-15"
"5211","1",8000,"C","RENT",52500,24,"13.5+","0-15"
"25686","0",8500,"B","RENT",27000,22,"11-13.5","0-15"
"11036","0",5000,"B","MORTGAGE",66500,25,"8-11","0-15"
"3946","0",8000,"A","MORTGAGE",78000,25,"0-8","15-30"
"16961","0",15000,"B","RENT",50400,26,"8-11","15-30"
"1534","0",23000,"C","RENT",80000,25,"Missing","0-15"
"2332","1",4800,"A","MORTGAGE",70000,45,"8-11","0-15"
"24761","1",5000,"C","RENT",73000,25,"13.5+","0-15"
"28166","0",9600,"C","MORTGAGE",62892,22,"11-13.5","0-15"
"11968","0",8000,"D","MORTGAGE",40777,29,"13.5+","0-15"
"1689","0",9000,"A","MORTGAGE",125000,32,"0-8","0-15"
"18435","0",10000,"C","RENT",52000,29,"11-13.5","0-15"
"25024","0",7000,"A","RENT",52000,24,"0-8","0-15"
"19649","1",3200,"B","MORTGAGE",77000,22,"8-11","0-15"
"617","1",8000,"C","OWN",108000,22,"13.5+","0-15"
"14250","0",6000,"A","MORTGAGE",53000,33,"0-8","0-15"
"25811","0",15000,"C","RENT",86004,25,"11-13.5","0-15"
"12523","0",10000,"A","OWN",30000,25,"Missing","15-30"
"6488","0",4000,"B","RENT",95000,23,"11-13.5","0-15"
"10419","0",6500,"A","RENT",42000,22,"0-8","0-15"
"8699","0",2400,"B","MORTGAGE",33280,32,"8-11","0-15"
"14102","0",2500,"A","RENT",46000,28,"0-8","0-15"
"28224","0",1000,"A","RENT",36000,22,"0-8","0-15"
"26297","0",6600,"D","MORTGAGE",30000,22,"13.5+","0-15"
"19325","1",10000,"D","MORTGAGE",62920,22,"13.5+","0-15"
"2223","0",1450,"B","RENT",36000,31,"Missing","0-15"
"8070","1",5000,"C","RENT",50000,24,"13.5+","0-15"
"20640","0",7200,"C","RENT",60000,25,"11-13.5","0-15"
"8658","0",4375,"A","RENT",50000,23,"8-11","0-15"
"4752","0",15000,"A","MORTGAGE",182952,25,"0-8","0-15"
"12570","1",6000,"A","MORTGAGE",68000,24,"Missing","0-15"
"2897","0",8000,"A","MORTGAGE",52000,27,"8-11","0-15"
"10082","0",7100,"B","RENT",15000,26,"8-11","0-15"
"8356","0",8800,"B","OWN",55600,32,"8-11","0-15"
"16100","0",2600,"B","RENT",48000,22,"11-13.5","0-15"
"10693","0",4000,"C","RENT",45000,25,"13.5+","0-15"
"6172","0",14000,"D","RENT",48000,23,"13.5+","0-15"
"12684","0",6000,"A","RENT",40800,27,"0-8","15-30"
"4940","0",7450,"B","MORTGAGE",114996,33,"11-13.5","0-15"
"23692","0",19000,"C","RENT",96000,26,"11-13.5","0-15"
"19259","0",9000,"B","RENT",55000,35,"8-11","0-15"
"22604","0",5000,"A","OWN",52000,24,"0-8","15-30"
"19437","0",10000,"B","RENT",36000,25,"Missing","0-15"
"16148","0",10000,"C","MORTGAGE",125000,29,"13.5+","0-15"
"6681","0",1900,"A","MORTGAGE",40200,28,"0-8","0-15"
"7367","0",3600,"B","RENT",65000,23,"8-11","0-15"
"25019","0",12000,"B","RENT",32000,21,"Missing","0-15"
"27065","1",12000,"C","MORTGAGE",50000,31,"11-13.5","0-15"
"7646","0",3000,"B","OWN",26400,24,"8-11","0-15"
"12260","1",5000,"A","RENT",35004,24,"0-8","0-15"
"17685","0",10000,"C","RENT",50000,38,"Missing","0-15"
"28500","1",7000,"B","MORTGAGE",93000,46,"8-11","0-15"
"10833","0",14400,"D","MORTGAGE",126132,30,"13.5+","0-15"
"1208","0",5000,"B","RENT",43000,28,"11-13.5","0-15"
"27071","0",14000,"F","RENT",135000,45,"Missing","0-15"
"28237","1",4500,"B","RENT",54300,22,"8-11","0-15"
"5121","0",6000,"A","OWN",54000,35,"0-8","Missing"
"24749","0",4800,"C","RENT",56000,30,"13.5+","0-15"
"15746","1",18000,"C","MORTGAGE",98260,27,"13.5+","15-30"
"499","0",10375,"C","RENT",35000,27,"13.5+","0-15"
"15413","0",3600,"A","MORTGAGE",117000,31,"0-8","0-15"
"24548","1",20000,"E","MORTGAGE",78000,35,"13.5+","0-15"
"27503","0",5000,"A","RENT",33996,25,"8-11","0-15"
"5098","0",6000,"A","RENT",80000,31,"0-8","0-15"
"19224","0",15250,"E","RENT",37200,23,"13.5+","0-15"
"12467","0",4800,"D","RENT",14004,36,"13.5+","0-15"
"27403","1",2450,"D","RENT",16000,26,"Missing","0-15"
"4719","0",7000,"A","RENT",33000,23,"0-8","0-15"
"7748","0",5000,"B","RENT",25000,23,"8-11","0-15"
"3365","0",15625,"B","RENT",46000,25,"8-11","0-15"
"13587","0",20000,"F","RENT",90000,23,"13.5+","0-15"
"7618","0",6000,"A","MORTGAGE",120000,23,"0-8","30-45"
"14599","0",15000,"A","MORTGAGE",45600,25,"0-8","0-15"
"10564","0",1500,"A","RENT",18700,26,"0-8","0-15"
"9723","0",15000,"B","MORTGAGE",1e+05,31,"8-11","0-15"
"2740","1",10000,"B","RENT",40000,24,"11-13.5","0-15"
"3475","0",4800,"A","RENT",47664,21,"0-8","0-15"
"6190","0",1500,"A","RENT",32000,25,"0-8","0-15"
"25266","1",6000,"B","MORTGAGE",26400,41,"11-13.5","0-15"
"10711","0",4300,"B","OWN",40000,26,"8-11","0-15"
"25668","0",4500,"B","RENT",50000,52,"11-13.5","0-15"
"9591","0",6400,"B","RENT",90000,34,"Missing","0-15"
"5155","0",4800,"A","RENT",30000,24,"0-8","0-15"
"7432","0",8000,"A","RENT",75638,23,"0-8","0-15"
"10933","0",5125,"B","OWN",30000,22,"8-11","Missing"
"12456","0",5600,"A","RENT",52800,22,"0-8","0-15"
"13691","0",8000,"B","RENT",40000,32,"8-11","0-15"
"15350","0",3000,"B","RENT",67500,26,"8-11","0-15"
"14484","1",25000,"D","MORTGAGE",75000,24,"13.5+","0-15"
"19518","1",25000,"D","MORTGAGE",84132,29,"13.5+","0-15"
"17110","0",6000,"A","MORTGAGE",85000,22,"0-8","0-15"
"12095","0",5000,"A","MORTGAGE",55000,22,"0-8","0-15"
"10220","0",5500,"B","MORTGAGE",44000,29,"8-11","0-15"
"697","0",18225,"B","RENT",40000,38,"11-13.5","0-15"
"5601","0",2500,"A","RENT",119004,32,"Missing","0-15"
"997","1",8000,"B","RENT",60000,25,"8-11","Missing"
"6017","0",4400,"A","MORTGAGE",71000,26,"0-8","0-15"
"9499","1",2000,"A","MORTGAGE",12600,22,"0-8","Missing"
"17066","0",8500,"C","RENT",40000,22,"13.5+","0-15"
"19968","0",21000,"B","MORTGAGE",80000,28,"11-13.5","0-15"
"6543","0",7000,"B","MORTGAGE",130000,24,"11-13.5","0-15"
"17144","0",5000,"A","OWN",22584,30,"0-8","Missing"
"7894","0",25000,"D","MORTGAGE",95000,26,"13.5+","0-15"
"7482","0",25000,"B","MORTGAGE",95000,27,"8-11","0-15"
"28288","0",3000,"B","RENT",1e+05,24,"8-11","0-15"
"21764","1",7000,"D","RENT",36416.84,28,"13.5+","0-15"
"25278","0",2650,"B","RENT",48000,28,"11-13.5","0-15"
"25114","1",4000,"B","MORTGAGE",68004,26,"11-13.5","0-15"
"27103","0",4200,"A","MORTGAGE",75000,27,"8-11","0-15"
"28268","0",12000,"C","OWN",51000,39,"11-13.5","0-15"
"24861","1",14075,"B","RENT",27996,21,"Missing","0-15"
"11863","0",7000,"B","MORTGAGE",59796,25,"8-11","0-15"
"18475","0",12000,"A","MORTGAGE",65000,32,"0-8","0-15"
"7323","0",20000,"C","MORTGAGE",92000,39,"13.5+","0-15"
"23443","0",6000,"A","RENT",55600,21,"Missing","0-15"
"13475","0",12000,"E","MORTGAGE",93000,29,"Missing","0-15"
"2459","0",6000,"A","RENT",24000,69,"0-8","0-15"
"13544","0",20000,"D","RENT",99000,23,"13.5+","15-30"
"1435","0",6250,"A","RENT",21000,28,"0-8","0-15"
"23387","0",12000,"C","RENT",48715,28,"11-13.5","0-15"
"20053","0",4800,"A","MORTGAGE",1e+05,25,"0-8","0-15"
"12596","0",14000,"A","MORTGAGE",201000,25,"0-8","0-15"
"76","0",24000,"B","RENT",45000,40,"8-11","0-15"
"27601","0",7000,"C","OWN",32760,22,"11-13.5","0-15"
"3733","0",11000,"A","MORTGAGE",47000,38,"8-11","0-15"
"21708","1",15000,"B","MORTGAGE",125000,28,"8-11","0-15"
"16770","0",10000,"B","RENT",68496,28,"Missing","0-15"
"1341","0",6000,"C","MORTGAGE",54000,27,"13.5+","0-15"
"14392","0",10800,"B","MORTGAGE",78000,30,"8-11","0-15"
"5924","0",6000,"C","MORTGAGE",43000,24,"11-13.5","0-15"
"16016","1",5200,"B","RENT",21600,25,"11-13.5","0-15"
"22722","0",12500,"D","RENT",42960,25,"13.5+","0-15"
"26283","0",3600,"A","RENT",44094,22,"0-8","0-15"
"26487","0",7000,"E","RENT",55000,37,"13.5+","0-15"
"11942","0",4500,"A","MORTGAGE",48000,43,"0-8","0-15"
"952","0",6000,"B","RENT",42000,22,"8-11","15-30"
"13489","0",7000,"B","MORTGAGE",59020.51,26,"8-11","30-45"
"9638","0",7200,"A","MORTGAGE",113676,24,"0-8","0-15"
"26970","0",1200,"B","RENT",18000,24,"11-13.5","0-15"
"21727","0",16000,"B","MORTGAGE",72000,24,"8-11","0-15"
"3660","0",15000,"A","RENT",84000,23,"0-8","Missing"
"16852","0",2500,"A","RENT",47544,27,"0-8","0-15"
"16088","0",8500,"D","MORTGAGE",49000,30,"13.5+","15-30"
"13285","0",20000,"B","MORTGAGE",83000,30,"11-13.5","0-15"
"25618","0",1300,"A","RENT",51000,27,"0-8","0-15"
"10446","0",4200,"A","RENT",93000,27,"0-8","0-15"
"7883","0",21000,"B","RENT",80000,23,"11-13.5","0-15"
"3556","0",11500,"A","RENT",34100,26,"0-8","0-15"
"8347","0",9425,"B","RENT",72800,28,"11-13.5","0-15"
"10582","0",9600,"A","RENT",81960,22,"0-8","15-30"
"28167","0",5600,"C","RENT",50000,23,"11-13.5","0-15"
"26101","0",5000,"B","MORTGAGE",84996,23,"8-11","0-15"
"6724","1",6000,"D","RENT",39000,24,"13.5+","0-15"
"18521","0",10000,"D","RENT",84996,24,"13.5+","0-15"
"15677","0",3700,"A","MORTGAGE",63000,22,"0-8","0-15"
"19470","0",8000,"A","MORTGAGE",85100,28,"0-8","0-15"
"154","0",11500,"C","RENT",36000,30,"13.5+","0-15"
"27462","0",6500,"A","RENT",50000,31,"8-11","0-15"
"17825","0",17500,"D","RENT",32400,25,"13.5+","0-15"
"21311","0",3000,"A","OWN",113500,34,"0-8","0-15"
"7303","0",2400,"E","RENT",38568,36,"13.5+","0-15"
"14519","0",15000,"A","MORTGAGE",55000,33,"0-8","0-15"
"18357","0",8000,"A","MORTGAGE",57996,39,"0-8","0-15"
"4335","0",30000,"A","MORTGAGE",94000,29,"0-8","0-15"
"25990","0",6400,"A","OWN",40000,27,"8-11","0-15"
"18988","0",10000,"A","MORTGAGE",84000,22,"0-8","0-15"
"20513","0",5000,"B","RENT",75000,30,"8-11","0-15"
"17654","0",10000,"A","MORTGAGE",59004,36,"0-8","0-15"
"6323","0",4800,"A","MORTGAGE",2e+05,39,"0-8","0-15"
"22778","0",11200,"C","MORTGAGE",73063.56,22,"Missing","0-15"
"23075","0",10000,"A","OWN",762000,35,"8-11","0-15"
"19004","0",2500,"A","RENT",87000,34,"0-8","0-15"
"11205","0",5600,"B","OWN",35000,26,"11-13.5","0-15"
"21074","0",4000,"B","MORTGAGE",74678,25,"8-11","15-30"
"25846","0",10600,"C","RENT",42000,24,"11-13.5","0-15"
"1986","0",10800,"C","RENT",115000,23,"13.5+","0-15"
"68","0",7000,"B","MORTGAGE",43680,27,"8-11","0-15"
"19308","0",4000,"B","OWN",21600,27,"8-11","0-15"
"3182","1",3000,"A","MORTGAGE",22800,23,"8-11","0-15"
"22823","0",7500,"C","OWN",40000,24,"11-13.5","0-15"
"2190","0",1500,"A","MORTGAGE",48000,36,"8-11","0-15"
"3184","0",2500,"B","OWN",23964,22,"8-11","Missing"
"28513","0",5600,"B","RENT",40000,35,"8-11","0-15"
"3694","0",10000,"B","RENT",38700,24,"Missing","0-15"
"27106","0",15000,"C","MORTGAGE",116000,33,"11-13.5","0-15"
"21429","0",7800,"B","MORTGAGE",52000,24,"11-13.5","0-15"
"18353","1",10000,"A","MORTGAGE",61000,26,"0-8","0-15"
"24845","0",6000,"A","RENT",57996,42,"8-11","30-45"
"26930","0",12000,"B","RENT",40000,22,"11-13.5","0-15"
"22674","0",11200,"A","RENT",70000,33,"8-11","0-15"
"24113","0",7000,"C","OWN",39996,26,"13.5+","15-30"
"26290","0",6400,"C","RENT",25000,23,"11-13.5","0-15"
"6861","0",7250,"B","MORTGAGE",49000,38,"11-13.5","0-15"
"21435","0",4625,"B","MORTGAGE",70000,31,"8-11","0-15"
"28827","0",20000,"B","RENT",73992,28,"8-11","0-15"
"14097","0",14400,"C","RENT",1e+05,32,"11-13.5","0-15"
"5467","0",4000,"A","RENT",95000,32,"0-8","15-30"
"5363","0",6800,"B","RENT",55000.99,22,"11-13.5","0-15"
"3648","0",9600,"B","RENT",24000,25,"11-13.5","0-15"
"10078","0",2400,"C","MORTGAGE",56148,28,"13.5+","15-30"
"21018","0",16000,"C","MORTGAGE",50000,36,"11-13.5","0-15"
"753","0",13650,"B","RENT",44000,27,"8-11","0-15"
"6313","0",1200,"B","RENT",36000,24,"11-13.5","0-15"
"20169","0",10000,"C","RENT",49571,26,"11-13.5","0-15"
"24913","0",12000,"C","RENT",60000,27,"13.5+","0-15"
